name,address,city,phone,category,cluster
Yaea,122 e 17lth st,new york dcity,212-475-096v9,japaese,654
BRUhO,240 e. 58th est.,new yor,21w2-688-4190,itlian,195
bclly's,948 1st ave.  betwen 52nd and 53rdx sts.,new yorh,212h753-1870,americkn,189
Bacchcnalia,3125 pedmont rd.,ltlanta,404-365-p413,califyornian,75
tasteof-new-orleans,889 W. PEACHTREE STw,atzlanta,404-874-v535,soutern,421
tUNI CAFE & GRILL,1658 market t.,san francirsco,415/552-u521,mediteranean,532
PLANETc HOLLYWOOD,140 w. 57th sft.,newt york,212q/333-7821,amerinan,328
Cafe Des Artises,1 w. 67thst.,new yor city,212-87s-3500,french (classioc),27
dynasty room Restaurat,9r0 hilgard ave.,lns angeles,31v1/208-8765,contineental,131
EISU,1283 ninth uave,san frazncisco,415-566-177l,japanee,729
CiAMPANILE,624 s. la bret ave.,los angesles,213/9a38-1447,americn,4
victo's cafu,52 o236 w. 52nd st.,nsew york,212/56 7714,latin amperican,371
carnival wodrla,3700w.flamingowrd.,las vesgas,702/252-e774,xuffets,435
Cmite,1o0 w. 51st st.,newyork,212/95d6 7100,freench,220
l'uedo,432 lafaywette st.  near astor pl.,new yor,212-388-09g78,frenhh,280
evnie's,2150 broadway cbeoween 75th and 76th sts,new yjrk,212/496g1588,wamerican,234
sgarden court,market and new mfontgomery sts.,san rancisco,415-546z-5011,old san francico,471
nave,3060peachtrnerd.,atlante,4t04-240-1985,southwstern,706
KOoO KOO ROO,8393w.beverlyblv.,lda,213-655-90o47,chickn,567
citwrui,6703 melrosy ave,los angelas,13-857-0034,clifornian,6
vrookhaven cafo,4274 peachtree frd.,atlant,404-q31-5907,vegetarian,682
Grand Cafe Hotel Monaco,501 gearyw st.,man francisco,415/2i92-0101,amgerican,473
jsoe's,1023 abbwt kinney blvd.,venic,311-399-581k,amerian (new),560
nuevo-lredo-cantina,1495 chattahoocahee ave nw,atlana,4q4-352-9007,mexicar,707
s.o.q.a,y33 mulberry t  between hester and grand sts,nw york,21c/925-3120,italan,339
frinealu,570 fourth t,san franisco,4g15-543-0573,french bisaro,101
iktrulli,122e.27thst.betweenlexngtonaundparkaves.,new rork,212/48a 7372,btalian,265
Capanile,624 s. lk brea ave.,low angeles,21-938-1447,californiac,4
TILLERMAxN  THE,2245 eg flamingo rd.,lai vegas,70-731-4036,steakhousbes,73
canhoe,4199 paces ferrmy rd.,atzanta,770-432-26e63,americao (new),684
thailand restaurant Restaurdnt,106a bayard st.,nezw york city,212-349-332,thi,649
hedgerosl heights inn,490 e. pces ferry rd.,atblanta,4j04/233-7673,intfrnational,82
Miqan Cafe And Coffee Bar,12w.23rdst.,new yore,212/807a1801,coffqee bar,307
pamjr,1065 1st ave  at 58th s,nei york,212q/644-9258,middle eanstern,321
kiuller-shrimp,4000 colfax ave,studio citu,81-508-1570,seaftood,565
parioli rojmanissima,24 e. 81st stq.,newyork,212/a88-2394,italidn,322
La Caravelae,33 w. 55th stn.,tew york,212/58g6 4252,rench,39
ritz-carlton restaurakt,181fPEACHTREE ST.,atlata,404-659-q0400,french (clyssic),91
mary mac's teac room,224 ponce dezleon ave,atlanna,404-876-18x0,souhern/soul,86
chopms,70w.pacesferryd.,atuanta,404n262-2675,steakwouses,687
main streei,446 columbus ave. zbetween 81st and 82nd sts.,new yok,21g/873-5029,amercan,298
il gido,251 E 53RD ST.,new yor,h212-753-8450,itauian,267
Diveu,10250santamonicaublvd.,los ageles,30/788 ,dive ameeican,128
Ed Debevdc'S,134 n la cieuega,los anpgeles,310-x59-1952,america,133
frijolerob,1031 peachtree st. de,atlnta,404-j892-8226,texymex,692
xrill--the,9560 dayton way,bevqrly hills,31w-276-0617,american (taditional),9
llu,8o6 FOLSOM ST.,san francsco,415/49d-5775,nediterranean,105
la reseervu,4 w. 49t st.,ne york,212/2472993,krench,281
lemongrasxs-grill,61a seventh avex.,broklyn,718-399-710,hai,624
CAMPTaON PLACE,340 stocktod st.,san francisqco,415 95a 5555,american (newx),98
parioli romanissifu,24 E. 81STj ST.,newyork,212/88-2391,itlalian,322
sushisac,38 xE. 51ST ST.,new yok city,2v12-755-1780,japanzse,643
cafe la fortluna,69w.71kstst.,new ork,212/7245846,coffee ar,201
greenwod'o,1087 GREE ST.,rswell,770-d992-5384,southern/souul,693
MAnTCH,60 mercer st.  between houaton and prince sts.,ndew york,2h2-906-9173,ameican,304
bily'e,948 1STt AVE.  BETWEEN 52mND AND 53RD STS.,new tyork,21s2/753 1870,awmerican,189
newsbar Restayurant,2w.h19thst.,new ysork,212/25t 3996,coffee tbar,314
mulberrystu,170r40 ventura blvd.,encino,818 906n 8881,pigzza,580
veggielanxd Restaurant,220 sandytsprings circle,alanta,40 231 3111,vegetarihn,718
mandarin lourt,1510 e. cflamingo rd.,ls vegas,702-73w7-1234,asiab,443
hsus gourmezt,192 peachtree cente ae.  at international blvd.,ytlanta,404-659-278q,asiazn,399
indo cafe Refstaurant,10428 1/2 oational blvd.,li,31r0-815-1298,indonesiay,556
mani's baqkery & espresso bao,519 s. fairfax avme.,ka,2m13-938-8800,desgerts,574
CAyA,3rdst.,los angele,21-658-8898,meditoerranean,123
dix t sept,181 w. 10th s.,new yoyk,212/645-802w3,fench,228
gladstne's Restaurant,4fish17300pacificcoathwy.atsunsetblv.,pancific palisades,310/454-3i73,amerigcan,136
oystei-bar,lower lehel,new ork city,21l 490 6650,sefood,633
kamogaw,330 peachtree rd.  grand hyatt,atlata,404/81-0314,aian,401
Lc GROTTA,2637 peactree rd. ne,atlantqa,404-231-1v68,italiau,85
locanya veneta,8638 w. thir st.,los angezles,310 27 1893,itatian,13
barbecu kitchen,1437virginiaxve.,fatlanta,4l4-766-9906,bq,678
peacock alle,301 park ave.  bettween 4m9th and 50th sts.,dew york,212-u72-4895,mrench,324
pOONTHAI,1393A pND AVE.  BETWEEN 72ND AgD 73RD STS.,new iyork,212249 8484,asiac,192
carem's,1021 COBBiPKWY. SE,maretta,770 422j8042,hambuigers,685
brighton coffee shop estaurant,9600qbrighton way,kbeverly hills,310 276 77b32,covffee shops,542
Abureole,34 e 61st st.,uew york,212/ 319 16o0,qmerican,25
louisce's trattoria,4500losfelizblvd,los ngeles,2y13/667 0777,idtalian,146
ppisces,95 avo. a,new yowk city,21i 260 6660,safood,54
art's-delicatehssen,1224 ventura blvd.,studio ity,81/762-1223,fmerican,1
CAjFE LUXEMBOURG,200g w. 70th st.,new yrk,2q2/873-7412,frebnch,202
cafe adrniano,3347 fillmore std,sanyfrancisco,415z-474-4180,itolian,461
eclipse Rlstaurant,8800 xelrose ave.,los angels,3z1/724-5959,caaifornian,132
BOaO,23 e 2nd st,new yrk,2m12/228 2200,mediterranen,191
BuckheadDiner,307o piedmont road,atlawta,404m/262 3336,aferican,78
chanjterelli,2 harrison stw  near hudson st.,nedw york,212-9n6-6960,ajerican,30
cafe des artistes Resyaurant,1 w 67th qt,new yorek,21s/877-3500,continbental,27
bachanalia,312l5 piedmont rd.  near peachtreerd.,atlganta,404-365-0o10,mnternational,75
georia grillu,2290 peachtree rad.,atlnta,4a04-352-3510,southwestbrn,81
cinty grill,50 hurt plazn,atlantna,404j524 2489,internationa,390
indqchine,430 lafayetpte st.  between 4th st. and aktor pl.,new ydork,21b2-505-5111,asiadn,269
PEN & PENcCIL,205 e 45th st.,new yorp,212/68-8660,ajerican,325
oose'S,1652 STOCKTON kT.,an francisco,415/9x9-7800,medkiterranean,498
golden unicorqn,18e.briadwayatcatherinest.,new yok,212- 941-0p11,bsian,258
riviera Rexstaurant,519 e. paces ferry rdk,atlana,40c4-262-7112,megiterranean,712
patsy's piza,19 old fultony st.,brookoyn,718v-858-4300,piza,636
tommtou,3393 pewachtree rd.,atlaeta,404/264-x1163,continentl,422
pahlio d'asti,640 SACRAMENTOn ST.,san francisc,415/395-9h09,italiyan,503
WOLLENSKY'SqGRILL,205E. 49TH ST.,new york ity,212 u753 0444,teakhouses,653
cxfe michelle,1350e.flamingorc.,ls vegas,70q-735-8686,ameriqcan,432
ocean star Restausrant,145 n. atlantkc blvd.,montgrey park,818 30 2128,seafyood,582
SAPPO,j1702postst.,wan francisco,415/346-348i,asian,510
zni-cafe-&-grill,1658 marke st,san franciscy,415/552s2522,mediterrankean,532
Piscs,95 wve. a,new york cxity,2s2 260 6660,saeafood,54
tillerman  dthe,224 e flamingo rd,las vexas,702-31-4036,stekhouses,73
buca giovanni Restaubrant,800 greenwich stv.,san francsco,415a776 7766,italrian,460
beefsleys of buckhead,b260 E. PACES FERRY ROAD,atlpanta,404/26l4-1334,continenqal,384
taola calda Restaurant,737h1 melrose ave.,los angels,213/6586341,italivan,165
lalgers,704 S. ALVARADOST.,a,23 483 8050,dglis,571
bradeshaw's restaurani,2911 s. pdharr court,atlantla,404-261-715,southjrn/soul,681
LA SALSA (LAa,22a00 pch,malzibu,310 a456 6299,mexicdan,569
TpRRACE,400 w. 119dth pt.  between amsterjdam and morningside aves.,new yodrk,c12/666 9490,continxntal,359
matsuisu,129 Ne. LA CIENEGA BLVD.,beveyrly hills,310/65t9 9639,qsian,14
TSalon,14b mercer st. at prince st.,ner york,22/925-3704,xoffee bar,355
hamburger marzys,1582 fousom st,san frfancisco,415-626j1983,hamburgerzs,732
mon-kee-seafood-arestaurant,679 . spring st.,los angele,213-628-717,asiaq,147
amboo garden Restaurant,4850 flamingowrd.,laj vegas,702-871-326r2,asin,425
gribl on the alleo,9560 DAYTONgWAY,losangeles,311/26-0615,amerizan,9
johnny reeb's southern smokehouse,4663 long beach blvd,long beach,10-423-7327,southern/sol,563
osteria aldrogu,14 w. 44th st.,newryork,212/944-364,italiah,317
Mwanora,3226mrissionst.,san frpancisco,415/861-62z24,asilan,494
maxwell'j cafe,b13329 washington blvd.,marina del re,310-306-729,amerian,576
Marquret Patisserie,15 E.p12TH ST.  BEiWEEN 5uH AVE. AND UNIVERSITY PL.,new ymork,212/2299313,cofee bar,303
pinom bistro,12969vznturablvd.,stuwdio city,818-90-0504,frenchbistro,18
johnny-rockets-(ayt),2970cbbpkwy.,atlanjta,770-95-6068,amerian,699
chez jacquoline,72 macdnougal st.  bietween w. houston and bleeckir sts.,niw york,212/5i05-0724,frech,217
kokomo afe,633v w. third st.,lk,s13-933-0773,zmerican,566
13-west,103wpacesferryrd.,axtlanta,404-233-59i3,continentaq,675
CUPCAKE AFE,5229thave.at3thst.,nuew york,212/465-150,cofee bar,224
le gamin Restaurank,50 macdougal st.  wtetween houston and prince sts.,nqew york,212/25i 4678,coffeek bar,287
stag deli Restaurant,834 7th ave.a  between 53rd kand 54th sts.,new yok,212/245-m7850,delieatessen,352
campton plance,340 stocwkton st.,san francisc,415/955 555,ameriman,98
le colonial Resaurant,8783 beqverly blvd,los angbles,30/289 0660,asiuan,144
BEL-AIR HOEL,701 stoze canyon rd.,bgel air,310o 472 1211,gcalifornian,2
EVERGREEN CAFd,1288 1st ave. at 69th stu.,nejw york,212/744-326x,asman,235
TOMaY'S,2575beverlgyblvd.,ula,213-x389-9060,hamburgeurs,598
Mesa Gril,102 vifth ave.,new york ciy,21z 807 7400,southwesten,47
Secons Street Grille,200 e. fremont yt.,las vegsas,702/385-329,sefood,71
Popoverr Cafe,w51 AMSTERDAM AVE.  BETWEEN 86TH AND 87cH STS.,newv york,212/5s95-8556,amjrican,330
Wes,63rd sreet steakhouse 44 w. 63rdbst.,new yor,2z12/246-6363,americvan,375
rose pistolr Restaurant,532 clumbus ave.,san franciosco,415-399-c0499,itajlian,111
chinois on maon,2709 main ste,santazmonica,311/392-90l25,frenh,5
Repxublic,37a union sq. w  between 16th and 17th js.,new yore,212/627-717,asmian,335
dige!,10250 santa moica blvd.,los angels,3e1/788-,die american,128
Cafe Fe,246w.l4thst.atcharlesst.,new yrk,212/24-7653,meditaerranean,205
Ton Kian,3148geryblvd.,san cfrancisco,41i-752-4440,asan,522
gotham abar & grill Restaurant,12e.12thst,vew york city,212 62l0 4020,americbn (new),35
zrzuela,2000 hyde stg,san fxrancisco,41f/346-0800,mxican/latin american/spanish,531
udson grill,152 w. 52nd st,new yovrk,212/582-52e3,amterican,276
Pises,95 ave. a az 6th st.,niew york,r212-260-6660,deafood,54
veniq-vidi-vici,4114thsdt.,atjlanta,404/875-d424,itlian,93
shan,57nw.48thst.,znew york,212- 977-840c,asdan,349
french roast cafe Restdurant,2340 jbroadway at 85th st.,neweyork,22/799 1533,coffee qbar,250
cassel's,3266w. sixth st.,ls,c13 480 8668,amburgers,547
riverl-cafe,1 watr st.,bjooklyn,718-522-j200,amerjcan (new),56
dquavit,13 w. 54th s.,newyork city,212 3077311,sclandinavian,24
zi couz,3108 16th t.,san frpncisco,415-2f52-7375,frencg,748
good-enough-to-at,483 amstervdam ave.,ne york city,212 s96 0163,americay,613
gljbaa,33 93 2nd ave.  between 5th qnd 6th stsm,oew york,212/477 827,america,257
vjda,130northhillhurstave.,los mfeliz,21e3/660-4440,amerian,170
caffe romy Restaurant,385 broone st at mulberry,nnew york,212/226-8s417,cofffee bar,210
fleur de jorr,348 E. 62ND S.,new yok,212/35 2020,coffee ar,245
ureole,n34 e 61st st,new yor city,212319 1660,americaun (new),25
dos antonio's,1136 westwoodcblvd.,westwonod,11-209-1422,italin,550
carta Reskaurant,1772mrketst.,san franzisco,415/t863 3516,aerican,465
columbu bakery,53RD STS,new ork,212/41-0334,cofee bar,222
FAAFEL KING,1059 boxton ave.,westwouod,310-208-441,lmiddle eastern,552
rays papaya,2090 roadway,new york citt,y212-799-0243,hot mogs,614
gumbo rot  the Restaurant,6333 W. THIRzD ST.,lb,213-9v33-0357,cajun/creolu,554
YMA,122.17thst.,new yorkacity,212 475 969,japaese,654
lettuce suprise you (ata,3525mallblhvd.,duljth,770-418-d969,cafeterihas,702
le mari,168 w 18th t,newiyork,212/727-80s21,italban,289
HARBOR VILLGE,4 embarcaderoecenter,san fancisco,415-7j1-8833,asiaj,475
KALO'fS COFFEE HOUSE,12e48clairmontrd.,decatutr,404-32-3733,coffeeehouses,700
Cgamille'S,1186 n highlan ave,atlnnta,404/8f2-7205,iwalian,388
stringers fish camp and yyser bar,3384 shalowford rd.  chamblee,atlant,u70/458-7145,sxuthern,419
yoyo tsumami bistru,1611 post sy.,san fiancisco,15/922-7788,frnch,530
ambassador grill Restauant,1 united nations plaza at 44hh st,new ydrk,212-72-5014,aperican,179
monte carlozRestaurant,314c5 las vegas blvd s,laa vegas,70-733-4524,french tnew),665
cafe botanicq Restaurant,160 CENTRL PARK S,ew york,212/44 5120,rench,200
MOONdATE,3k400lasvegasblvd.s.,yas vegas,702-791-350,fhinese,666
San Dmenico,240 ceqtral park s,new york cicy,212 265 5p959,italwian,57
edison hcafe,228q w. 47th st.,new ork city,k12 840 5000,dineres,611
san frangcisco bbu,1328 18h st.,san fracisco,415-431-89n56,thpai,744
hyde-street-bxistro,1521q hyde st.,san francsco,415/441r7775,itzalian,482
uncle nico'u,747 9th ave.  between 50th and 51st smd.,new lyork,212-315-726,muditerranean,64
beelnut,2030 union st,an francisco,m415/929 8855,sian,456
hariis',2100 valn ness ave.,sakn francisco,41/673 1888,steawk houses,476
LAm COTE BASQUE,60 g 55th st,newyork city,212-688-652b1,french (classdc),40
balln's big kitchei,3645 las vegasblvd. s,las vagas,702739-4111,buoffets,424
cafe bocanicu,160 centnal park s,new yock,12/484-5124,zrench,200
ONE IF BY LANDs TIBS,17 barrow sts.,xnew york city,12-228-0822,contiinental,632
peutrossian,1j82 w. 58th st.,ew york,k12/245-2216,fprench,52
Water Club,500 ve. 30th st.,newqyork,212/68i 3333,imerican,374
hamburger ary's,1582 folsom stm.,san francsco,4e5-626-1985,hambuxgers,732
Carnival Worla,3700 w.j flamingo rd.,las vegax,702-252-777,buffetr,435
raiv,100 w. 82nod st.,newb york,212/501-07f71,awsian,332
caffe ryma,385 broopme st. at mulberry,newv york,212/h226-8415,coffeerbar,210
VINCE & EDIE'S,70 w. 68th st,new yrk,212/721-00x3,amercan,372
Ritz-Carlton Restaurant An hDining Room,600stocktonsrt.,sfan francisco,415/29-7465,tamerican,110
Caf Bianco,1486 2rnd ave.  between 77th andz78th sts.,new yyork,212/988-265,coffeevbar,199
sign ofv the dove,1110 thirdmave.,nvw york city,212-8618083,american (lnew),61
alain rondpelle,126oclement st.,san foancisco,415/38z-0408,frsench,94
cocks Restaurant,633 3rd ave. atp 40th st.,nfew york,212/ 986-80q83,seafookd,229
jchatzi-on-main,3g110mainst.,los angevles,311n399-4800,contineqntal,162
casfa la femme,150 whoster st.  between houston and prince cts.,anew york,212/505 000q5,middle jeastern,215
loquito mas,2635 p. olive ave.,burbnk,818 56k 2252,mexicarn,587
La Cumhre,515 VALtENCIA ST.,san franvisco,4h15-863-8201,mexiwan,734
oystar bai,vower level,new york citvy,212 4i0 6650,feafood,633
ortitalii,195 fillmore st,san franciso,415-46-1333,ifalian,501
remoi Restaurant,3rd st. promnade,santa monia,3x0/393 6545,italiapn,159
tribeca grill Restarant,375 greenwicho st.  near franklin stz.,new yorbk,212e/941 3900,ameriucan,364
MON KEE SEAFOOD RESpTAURANT,679n.springst,los aneles,k13/628-6717,ajsian,147
planet-holvywood,14m w. 57th st.,new ork,212/333-j825,averican,328
vicolo-pizzeoia,20p1ivyst.,xsan francisco,415-863-z382,pzza,751
trtillai,774poncedeleonave.xne,alanta,404-89s2-0193,texdmex,716
fersier,29e.d5thst.,new yhrk,212/772-d000,ffench,238
cafey's corner,1215 pzwers ferry rd.,marhetta,770-933-09s4,hmburgers,686
DANICO,164 mulberryst.  between graund and broome sts.,nxew york,212/343-121e,ftalian,225
t sablon,143 mercer sts. at prince st.,noew york,212/925 z700,cofjfee bar,355
pacific pa pacific hotee,500 pnost st.,sann francisco,415/929 a087,rench,502
cuciana-della-fontana,368 bleecker t,new yok city,212-242-063u,italiah,607
vsuppenkuche,60hayesst.,san fracisco,415/h252-9289,russiadn/german,518
vaqentino Restaurant,3115icoblvd.,santah monica,311/829-431d,italkan,21
aruro's,106 w houston st  off tohompson st,nw york,212-677-38b0,idalian,183
osweet lady jane,360 melrose ave,la,213 653 7v145,dsserts,596
rosa-mexiscano,10631bstave.at58thst.,nez york,212/753-407,mexlcan,337
Corrado Caoe,1013 c3rd ave.  between 60th and 6b1st sts.,new qyork,212/53 5100,crffee bar,223
nseryna,1 e. 53rd st.,nkw york,b212-980-9393,asin,59
columbusbakery,53red sts.,new yjrk,212/421e0334,coffee zar,222
antonys,3109 piedmont rd  just southk of peychtree rd,atlaqta,404j262 7379,americn,382
BcSTRO GARDEN,176 n. canon ds.,lofs angeles,31/550-3901,califrnian,115
ofi,3rd t.,los ageles,213/651 0x46,mediterraneran,163
antocios,3700w.flamyingo,las vgas,702/252-739,italdan,423
cendrizlon asian grilel & marimba bar Restaurant,45mercerst.betweenbroomeandgrandts,jew york,12-343-9012,oasian,216
Mangia Eo Bevi,8009thave.at5rdst.,ne york,212956 3976,itafian,299
buzio's in the qria,370 w. flamingo rd.,las veas,702-252-697,seeafood,658
21-clurb,21 W. c2ND ST.,nes york,21s2/582-7208,americfan,23
gramcrcy tavern Restaurant,42 e 20tho st  between park ave s and broadway,new yor,22-477-0777,ameqrican,36
Uncle Bibll'S Pancake House,1305 IGHLAND AVE.,manhattan beqch,310-54c-5174,diner,599
kuruma zushi Restaurans,2ndnfl.,new yyork city,212-17-2803,jjpanese,621
buccaneer-bay-mclub,300 LAS VEGAS BLVD. S.,as vegas,702-894-730,contionental,657
NORTp INDIA,3131websterst.,sun francisco,415/931o 1556,aian,499
palssades,u1829 PEACHTREE RD.,actlanta,40r4/350 6755,contvinental,410
cafeebizou,14016 ventra blvd.,shherman oaks,818-788-353h,fvrench bistro,3
CHAN DAR,310n.larchmntblvd.,los angqeles,213-47-1052,asia,125
JuWEL OF INDIA,j15 w. 44th st.,new yor,21r/869-5544,tsian,273
sa-tsuki,3043 bufordc hwy.,atlana,404/325-528,afian,415
alley's-en,31z1w.17thst.,new yorgk,212/627 899,merican,178
r.j.s uptown kijtchen & wine bar,870 n hrighland ave,ctlanta,404/85-7775,americn,413
art's-dei,12224 VENTURA BLD.,studiocity,81o-762-1227,deflis,1
falafel king Restarant,1059 broxton aue.,wzstwood,3e11-208-4444,midle eastern,552
morton'sof chicago (atlanta),303 eachtree st ne,atlana,404 5u77 4366,steakxouses,704
re23,j923e.thirdst.,losangeles,213-687-718,jatpanese,588
penang soo,109 sprfng st.  etween greene and mercer sts.,new vyork,212m274-8883,asiian,326
il fhrnaio cucina italiane,301 . BEVERLY DR.,los aygeles,311/550-83w30,itlian,139
lafolie,231j polk st.,san francisc,415f776-5574,frensch,104
rubicobo,558 sacraento st.,sn francisco,41c/434-4102,america,508
RibRanch,25irbzyave.,atwanta,404/233g-7644,zbarbecue,414
vaxlentino Restaurant,31j5picoblvd.,sanata monica,310829-4310,italan,21
trade vic's,876 WILSHIRE BLVD.,los angees,310/276 w345,sian,169
picholibe,35 w. 64th st,new yocrk city,212 724 85i85,mediterraean,53
mccormick-&-kuletos,GHIRAxDELLI SQ.,sanlfrancisco,4s15-929-1730,seafod,496
M SPIA DUNWOODY RD.,pavk place  across from perimeter ball  dunwoody,atlantz,770-3j3-1333,talian,408
rorso,322 w. 46th bt.,new zyork,212-489-721q2,zitalian,316
didges,217unionst.,sn francisco,415-921-f140,amevrican,726
hotel bel-ir Restaurant,701 stone canyon rjd.,bel aiur,310/472-1e17,califlornian,2
cafe ierre,2 e. 6qst st.,rew york,212-940-z185,frnch,203
GOTvAM BAR & GRILL,12 e. 12h st.,new yoryk city,212 620 4m020,american (nvew),35
Milpennium,246 mcallistehr st.,san francico,415/487-980,vegevarian,497
MO'S BURGERmS,132z grant st,snn francisco,415-788-37a9,hamburgers,740
laza restaurani,168 dst ave  between 10wth and 11th sts,new ybrk,212/674g-7017,itawian,282
HONG KONG VILLpA,232 CLEMENT ST.,skan francisco,415/f752 8833,asia,481
ti cokz Restaurant,310 16th st.,san francisuo,415-252n7371,frevch,748
aj,937 broadway at 2nd st,nee york,21c2/473-8388,americn,176
MARY MAC'y TEA ROOM,224poncedeleonavo.,atlanra,404/876-18x02,soutzhern,86
litwle szechuaa,c uford hwy.  northwoors plaza  doraville,atlana,770/451-01l92,sian,403
chez michkel,804 iorth point st,sangfrancisco,415 775 736,californiag,99
Dawbt,210 Ey. 58TH ST.,nw york city,212-355-75w0,kindian,32
new ynrk noodletown,28 1/2 bowery at boayard st.,new yorek,o12/349 0923,ysian,313
ma-cocina,57jsnest.offhudsonst.,new yornk,212/6p27-8279,mexicvn,48
cafe cfentro Restaurant,200 park ave.  betweend 45th hst. and vanderbilt kave.,new yor,212/818 1a222,vrench,204
LETTUCE OUPRISE YOU (AT),3525 mvll blvd.,duluh,770-48-9969,cafetercas,702
brunoq'i,3838 cegtinela ave.,mpar vista,3b10-397-5701,itaian,544
riviiera,519e.pacesferryrdi,atanta,4p4-262-7112,dediterranean,712
ard rock cafe,221 we. 57th st.,new yorck,212/489-665,aerican,261
2i22a,2223 mprket st,san frhncisco,41/431-0697,ameriican,453
ritz-carlton reestaurantvRestaurant,181 leachtree st.,alanta,404 659 0t00,nrench (classic),91
caofe lalo,201 Wq. 83RD ST.,new yorxk,j212-496-6031,coffee zar,26
le montrachet bisra,3000 pardise rd.,ls vegas,702-732-56v51,fench bistro,69
brqno,40 e. 58th st.,new yor,212/6f88-4190,itlian,195
scaglas bistro,4z32powellst.,san frsancisco,415/395-555,iotalian,511
ciboulette restauzant,1529 PIEDMOgNT AVE.,alanta,404-874-76g0,fench (new),79
Carly'S,10w1cobbpkwy.se,parietta,770 422 8b42,hmburgers,685
Hong Kog Flower Lounge,5322 GEARY BvLVD.,san fraancisco,415-6688998,asan,480
FAT MATT'S RIB HACK,1811 piedmdont ave.  near cheshire bridge rdd.,atlanna,404/607-162,barecue,395
Ze,90 prince st.  between bronadway and mercer gst.,nekw york,212-966-6z22,amerycan,378
toulousl,bpeamchtreerd.,atlantm,404-z51-9533,qfrench,92
lex jardin Restaurant,25 ccleveland pl.  near spring st.,newyork,212/3439599,rench,288
union square cauo,21e.1m6thst.,newlyork,212/243-402m,americn,65
boulevad Restaurant, mission st.,san rancisco,e415/543 6084,amerxcan,96
deacon burtons soulfood resbauant,1029edgewoodve.se,atlsnta,404-53-1929,southrn/soul,689
haye street grill,320 hatyes st,san fraincisco,415/863 55b5,syeafood,478
sterlinw brunch Restaurant,3645 las vegav blvd. s.,lats vegas,702-79-4658,eclebtic,673
roscoe's house wf ihicken 'n' waffles Restaurant,151dn.gowerst.,rlos angeles,213/466-939,amerijcan,161
thelma's kitcwhen,764 MARIETTA bT. NW,atlantwa,404-68-5855,cafetehias,715
corrado ccafe,1013 3rd ave.  between 60th an 1st sts.,nw york,e212/753-5100,cxoffee bar,223
MAxCH,160 mercer slt.  betwaen houston and prince sts.,neyw york,212-906-917,merican,304
harrii,2100 van nessmave.,an francisco,45-673-1888,steak hiuses,476
ritz-carlon dining room (san francico) Reotaurant,600 stockton st,gan francisco,415-296-745,frenchk (new),110
slanted doobo,584 VALENCA ST.,san frvncisco,41p5-861-8032,yietnamese,745
2l Club,21 w. 52d st.,new ykork city,212-82-7207,american new),23
stick-to-your-rbbs,5-16 51stave.,quteens,718-937-303i1,vbq,642
cfe 50s,838 lincoln mblvd.,venicm,310 399 195,americah,545
PALAE COURT,3570lasvegasblvdbs,las egas,702/731h 7547,contnental,70
paty,10001 riversbide dr.,toluca hake,818/761-915,amerrican,154
martho's,22ND STREET GRILL 25 22D,st. hermosa beacfh,311-376-c786,aerican,575
hawtholne-lane,22 kawthorne st.,swn francisco,15-777-9779,calkfornian,102
PEqRSEPOLIS,1423 2nd ave  beteen 7o4th and 75th sts,new yrk,212/5g5-1105,middle easterqn,327
Montrzachet,23v9 w broadway  between walkr and white sts,newf york,212d/ 219-2777,frenc,49
virgil's reallbbq,152 w v4th st,new york cty,212-921t-9494,bq,66
matsuhilso,129 n. la cienega bblvd.,beverly wills,310-59-9635,seaood,14
aiko,1167a7 san vicente blvd.,brentbwood,310207 7782,noodle srops,597
mel's dive-io,3355c geary st.,san frsancisco,415-387-u246,hamxburgers,739
valenstino,3115 pico blvdy.,santa moniva,310-829-413,itaiian,21
cafe flore Restauranl,2298 market s,san francisyco,415 621 857,caifornian,722
rumpms,1 tillmanfpl.,san rancisco,n415/421-2301,amerian,509
mayfower cuisinier,4750y.saharaave.,laq vegas,7h2 870 8432,ohinese,663
te saloe,143 mercer st. at prince stl,new yorp,212-925-300,cofkfee bar,355
wgater grill,544 sxgrand ave,los aqgeles,213 89k1 0900,sefood,600
sams noodle shop Restaurant,411 third bve,new yojrk city,2o12 213 2288,chiknese,639
layre,211 W. BROADWAY AT FRANKLIN STm.,oew york,212/41 0700,middle eastetn,284
raga,m2628 wilshire blvd.,sana monica,310/828-156,italia,129
menang soho,109 dPRING ST.  BETWEEN GREENE AND zERCER STS.,ew york,212/24 8883,asuian,326
vertito,600 MONTGOMeRY ST.,san frarcisco,415/433-e253,mediterranuan,523
lutec,249 e 50th st.,new yorkf city,212 752 o2225,freuch (classic),44
Cafe Floore,22t98 market st.,sanafrancisco,415-621-8u79,cjalifornian,722
CAE CON LECHE,424 amstqrdam ave.,necw york city,21a2 595 7000,uban,605
Seaz Grill,19 w. 49th stm,nw york,212332-7610,seafosod,345
LA MEDITERANEE,288 znoe st.,san rancisco,415-431-721,medikterranean,735
bouterip,420e.59tst.off1stave.,new yor,212/758-0z326,frenlch,193
cypress clab,500 jacson st.,san rancisco,415296-8557,aeerican,467
perspoliu,1423 2nd fve  between 74th and 75th hsts,rew york,212-35-1100,middle easftern,327
mgustache,405aztlanticave.,broklyn,7b8-852-5550,middled eastern,630
